subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193159,Thailand,Rat Buri,,Mixed Deciduous Forest. Scattered by foothills.,,,,12,30 N,,100,00 E,,"Nanakorn, W.",Hans T. Beck,88108,88Q108,1 - January,15,1989,,,,R0000901.JPG,NYBG 3196807,Erythrophleum succirubrum,99842379-bfb8-4476-8b2f-25c1bb2ed960
16193160,Cameroon,South,,"ENE Kribi, just E of Bidou I.",70,,meters,3,02 N,,10,07 E,,"Wieringa, J. J.",R. M. A. P. Haegens,2362,,2 - February,26,1994,,,,R0000900.JPG,NYBG 3196806,Gilbertiodendron demonstrans,99c921fd-b675-4447-80d7-9a05e7fd5de3
16193161,Philippines,,,Polillo Island. Luzon.,,,,,,,,,,"Salvoza, F.",,20671,2-26,5 - May,Not Shown,1924,6 - June,Not shown,1924,R0000899.JPG,NYBG 3196805,Sympetalandra densiflora,99de22f9-753e-4ef8-9a80-d92ecc771162
16193163,Cameroon,,,"Station du Cacaoyer de N'Koemvone, 14 km. on the road from Ebolowa to Ambam.",,,,2,49 N,,11,08 E,,"de Wilde, J. J. F. E.",H. C. D. de Wit,8431,,8 - August,18,1975,,,,R0000898.JPG,NYBG 3196804,Gilbertiodendron brachystegioides,9a053d80-8e39-4148-8a00-350158365ed5
16193164,Australia,Northern Territory,,"North of Mataranka towards Katherine, along the Stuart Highway.",,,,- 14,50 S,,132,58 E,,"Munir, A. A.",,6240,,6 - June,14,1988,,,,R0000896.JPG,NYBG 3196803,Erythrophleum chlorostachys,9a098b9d-a7ed-46f0-96e9-aa8ab7e9b1a2
16193165,Cameroon,South,Oceán Department,Bipinde,,,,,,,,,,"Zenker, G.",,581,,3 - March,Not Shown,1914,,,,R0000894.JPG,NYBG 3196802,Eurypetalum unijugum,9a6a2387-b95d-415b-9717-6b2ed6c017db
16193167,Gabon,Ogooué-Lolo,,Région de Lastoursville,,,,,,,,,,"Le Testu, M. G.",,8537,,4 - April,18,1932,Not shown,Not shown,1931,R0000892.JPG,NYBG 3196801,Eurypetalum tessmannii,9a8d02f1-98c6-4572-a411-f40d5408e48f
16193169,China,Guangdong,,"Sunyi district, in open woods",,,,,,,,,,Tsiang Ying,,2648,,6 - June,27,1929,,,,R0000893.JPG,NYBG 3196800,Erythrophleum fordii,9ac8f6c6-2a4d-4cb3-aa25-5663a44fad4b
16193170,Gabon,,,"Rainforest, ca. 20 km NE of Koumameyong",,,,0,19,,11,56,,"Reitsma, J. M.",B. Reitsma & C. Wilks & Th. Nzebi,3457,,5 - May,18,1987,,,,R0000891.JPG,NYBG 3196799,Eurypetalum batesii,9aeaef92-6dae-4884-bb04-0c9b54f35261
16193171,Congo (Democratic Republic of the),Tshopo,Tshopo,Yangambi,470,,meters,,,,,,,"Louis, Jean",,14367,,3 - March,23,1939,,,,R0000890.JPG,NYBG 3196798,Erythrophleum suaveolens,9af7d10e-8d1c-4b70-92aa-bcdb834695b1
16193172,Madagascar,Majunga,,"Ouest (Ambongo): Partie Nord de la forêt de Tsiombikibo, au Nord-Ouest de Mitsinjo.",,,,,,,,,,"Capuron, R.",,24230,24230_SF,11 - November,22,1965,,,,R0000889.JPG,NYBG 3196797,Erythrophleum couminga,9b2746e8-a9b0-4df4-afc0-dd94a975b3d8
16193173,Central African Republic,Bamingui-Bangoran,,Park Manovo-Gounda-St. Floris. Vicinity of Camp Koumbala.,600,,meters,8,29 N,21,,12,,"Fay, J. M.",,8092,,5 - May,25,1987,Not shown,Not shown,Not shown,R0000888.JPG,NYBG 3196796,Erythrophleum africanum,9b5faa02-8b31-49fb-932e-58151aeb4ade
16193174,Venezuela (Bolivarian Republic of),,,Alto Río Cuyuni. El Foco. Río Uiri-yuk.,,,,,,,,,,"Maguire, Bassett",Julian A. Steyermark & Celia K. Maguire,53514,,8 - August,30,1962,,,,R0000887.JPG,NYBG 3196795,Eperua venosa,9b9a35d0-73d5-4ff8-b5b1-7a12c9a92d96
16193175,Guyana,Potaro-Siparuni,,Microbe Road and adjacent forest next to Potaro River.,22,,meters,5,20,29 N,58,58,51 W,"Redden, K. M.","C. Perry, K. Wurdack, E. Liverpool, P. Benjamin & C. Hinchcliff",4231,,9 - September,14,2006,,,,R0000886.JPG,NYBG 3196794,Eperua schomburgkiana,9baa023a-7acf-4953-b468-0a6c81a86f39
16193176,French Guiana,Sinnamary,,"Sinnamary River: Above Petit Saut, between Crique Plomb and Crique Tigre, 500 m above Saut Tigre in area to be inundated by waters of Petit Saut Dam. Non-flooded moist forest.",87,,meters,5,00 N,,- 53,1 W,,"Mori, S.","C. Gracie, G. Tavakilian, E. Christenson & S. George",23617,,9 - September,5,1993,,,,R0000885.JPG,NYBG 3196793,Eperua rubiginosa,9bb2ff13-882c-480c-8937-f9bb5e46e97a
16193177,Venezuela (Bolivarian Republic of),Amazonas,,"San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. IVIC main study site, 4.3 km NNE of San Carlos on Solano road.",119,,meters,1,56 N,,67,03 W,,"Clark, Howard L.",,7011,,2 - February,13,1979,,,,R0000884.JPG,NYBG 3196792,Eperua purpurea,9bbfb37c-c7b3-4bac-8174-02bcdd54b72e
16193178,Guyana,Upper Takutu-Upper Essequibo,,Chodikar River (collected from N 01 22 55.4 W 58 46 24.6 to mouth of river).,239,,meters,1,23,39.3 N,58,47,7.5 W,"Redden, K. M.","R. Williams, C. Perry & E. Mewsha",3187,,5 - May,4,2004,,,,R0000881.JPG,NYBG 3196791,Eperua glabra,9bd4932f-5278-43c4-9024-78ed2585070a
16193179,Venezuela (Bolivarian Republic of),Amazonas,Casiquiare,"Depto. Casiquiare, Rio Casiquiare, dos vueltas abajo de Capihuara.",,,,,,,,,,"Colella, M.",J. Velazco y E. Guayamare,1804,,2 - February,6,1991,,,,R0000880.JPG,NYBG 3196790,Eperua obtusata,9be12f47-258e-4a99-9f97-d616ccbf5f9a
16193180,Venezuela (Bolivarian Republic of),Amazonas,,"San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. Near Mari's bana, 10.8 km NE of San Carlos on Solano Road.",119,,meters,1,56 N,,67,03 W,,"Clark, Howard L.",,7023,,2 - February,27,1979,,,,R0000879.JPG,NYBG 3196789,Eperua leucantha,9cf10c0c-92ee-4650-a552-5902f37b90ae
16193181,French Guiana,Saint-Laurent-du-Maroni Arrondissment,,Saül and vicinity: Sentier Botanique. On plateau near junction with trail to creek (at tree # 4580-2). Non-flooded moist forest.,200,400,meters,3,37 N,,53,12 W,,"Mori, S.",C. Gracie,23203,,8 - August,9,1993,,,,R0000877.JPG,NYBG 3196788,Eperua grandiflora,9cdc4fd7-34cd-46a0-b869-babbf8798c12
16193182,Guyana,Demerara-Mahaica,,Ceiba.,10,10,meters,6,29 N,,- 58,13 W,,"Hollowell, T.H.",K. Redden,561,,2 - February,11,2001,,,,R0000875.JPG,NYBG 3196787,Eperua falcata,9cd812d9-0279-4ca7-809c-33fa626ab19d
16193183,Indonesia,Borneo,,Borneo.,,,,,,,,,,de Wit,,90,I. B. 90,2 - February,Not Shown,1941,,,,R0000871.JPG,NYBG 3196786,Endertia spectabilis,9c896be7-6ab5-4f76-bb65-b4cd80c30569
16193184,Venezuela (Bolivarian Republic of),Amazonas,,"San Carlos de Rio Negro, ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare. Edge of forest at roadside, ca. 6 km NE of San Carlos on Solano road",119,,meters,1,56 N,,67,03 W,,"Clark, Howard L.",,6579,,3 - March,29,1978,,,,R0000867.JPG,NYBG 3196785,Elizabetha macrostachya,9fb2b2e9-a3ac-4f8a-a05b-14db562f87fa
16193185,Guyana,,,Mazaruni River.,6,,meters,6,15,47.2 N,58,45,1.6 W,"Redden, K. M.","R. Williams, R. S. Williams, L. Williams & E. Boodram",3307,,10 - October,15,2004,,,,R0000865.JPG,NYBG 3196784,Elizabetha grahamiae,9fec0b4c-e0d5-45a8-b299-d3541a4bb2e8
16193186,Guyana,,,Isseneru Creek.,127,,meters,6,27,17.7 N,60,20,29.5 W,"Redden, K. M.","C. Perry, P. Benjamin, D. Singh & C. Wilkie",4744,4744,10 - October,20,2006,,,,R0000864.JPG,NYBG 3196783,Elizabetha fanshawei,a003d10e-4bf8-4020-9b43-3f8f296a6987
16193187,Guyana,Potaro-Siparuni,,Iwokrama Forest Reserve. Base of Turtle Mountain in gap clearing. White sand.,255,,meters,4,43,56.2 N,- 58,44,1.6 W,"Redden, K. M.","C. Perry, S. Price, R. Williams & J. Bischoff",1171,,11 - November,9,2002,,,,R0000863.JPG,NYBG 3196782,Elizabetha durissima,a0245c13-2ba6-4709-8a7c-2ef53b02972f
16193188,Guyana,Potaro-Siparuni,,"Iwokrama Forest Reserve main camp. On trail leading to Fairview Village. Riverside. Alluvial soil, predominently white sand.",64,,meters,4,40,17.7 N,- 58,41,7.1 W,"Redden, K. M.",C. Perry & S. Price,1181,,11 - November,10,2002,,,,R0000861.JPG,NYBG 3196781,Elizabetha coccinea,9f7a99a2-4ddb-414f-b854-5aee23049c9f
16193189,Madagascar,Toliara,,"Toliara: Préfecture de Tôlanaro (Fort-Dauphin); Petriky, récolte le long de la route; inventaire de la parcelle 2.",0,10,meters,- 25,04 S,,46,51 E,,"Dumetz, N.",R. E. Gereau & R. Rabevohitra,652,,4 - April,11,1989,,,,R0000859.JPG,NYBG 3196779,Eligmocarpus cynometroides,9f3c5147-224d-4fea-9c38-f1ac0010f3ee
16193190,Gabon,Estuaire,,"Libreville, I.R.A.F.",,,,0,25,,9,26,,"Reitsma, J.M.",B. Reitsma,1446,,9 - September,13,1985,,,,R0000858.JPG,NYBG 3196778,Duparquetia orchidacea,9f1dd288-ce14-470c-b61b-f3eb7390a0c7
16193191,Cameroon,,,"Station du Cacaoyer de N'Koemvone, 14. km on the road from Ebolowa to Ambam.",,,,2,49 N,,11,08 E,,"de Wilde, J. J. F. E.",,7969,,2 - February,17,1975,,,,R0000856.JPG,NYBG 3196777,Distemonanthus benthamianus,9f038171-ea94-4d63-a0bc-6f9da233129e
16193192,Venezuela (Bolivarian Republic of),Amazonas,,"Territorio Federal Amazonas. Maroa-Yavita raod, between Rio Guainia and cano Pimichin. Between Maroa and airport. Bana (low Amazon caatinga), on coarse white sand.",,,,2,43 N,,67,38 W,,"Clark, Howard L.",,6870,,10 - October,8,1978,,,,R0000850.JPG,NYBG 3196776,Dimorphandra vernicosa,9dba6ef2-7b72-4f14-815a-d8151ffd0ea1
16193193,Suriname,,,"Vicinity of Ulemari River, ca. 150 km upstream from its confluence with Litani River. In low-lying,periodically flooded forest at edge of river.",175,,meters,02,46,"05"" N",054,51,"15"" W","Hammel, Barry",Sylva Koemar & Usha Raghoenandan,21689,21689,4 - April,25,1998,,,,R0000849.JPG,NYBG 3196775,Dimorphandra pullei,9db99ed9-7827-4e26-b107-0bd16123b499
16193194,Suriname,Sipaliwini,,Nature Reserve Raleigh falls - Voltzberg,,,,,,,,,,de Jong,Holthuyzen,15772,LBB 15772,9 - September,10,1976,,,,R0000846.JPG,NYBG 3196774,Dimorphandra multiflora,9d501c84-c81d-435f-96b7-4c9f62689489
16193195,Guyana,Cuyuni-Mazaruni,,Kamakusa Creek; 3.39 miles SW of base camp.,69,,meters,5,50,49.8 N,- 59,54,35.8 W,"Redden, K. M.","R. Williams, R. S. Williams, L. Williams & E. Boodram",3218,,10 - October,2,2004,,,,R0000844.JPG,NYBG 3196773,Dimorphandra macrostachya,9c48d444-e872-4956-96ce-57ae72fabd89
16193196,French Guiana,Cayenne,,Cayenne. Grounds of ONF forest reserve at base of Montabo mountain. Within the city limits of Cayeene.,,,,,,,,,,"Mori, S.",A. Bolten with J. Wenger & H. Champagne,8684,Eight thousand six hundred and eighty four,12 - December,5,1976,,,1977,R0000843.JPG,NYBG 3196772,Dimorphandra polyandra,9c6c9bd7-e8ef-4b9a-be7a-2acd97f98290
16193197,Peru,Loreto,Requena,"Requena, Sapuena, Jenaro Herrera.",170,,meters,04,50 S,,- 73,45 W,,"Vasquez, Rodolfo",N. Jaramillo,10064,,11 - November,16,1987,,,,R0000838.JPG,NYBG 3196771,Dimorphandra caudata,9c37ba17-d3f3-4801-88e8-956746b5f56e
16193198,French Guiana,,Commune de Roura,97323 Cayenne CEDEX. Montagne Boroukin (Mgne des Chevaux). Carrière FFTP de la piste de Nancibo.,21,30,meters,04,41,53 N,52,23,15 W,"Tostain, Olivier",,606,,5 - May,25,2007,,,,R0000836.JPG,NYBG 3196770,Dimorphandra ignea,9c115531-5691-4550-ac70-2c0d93d632d2
16193199,Guyana,,,"Linden Highway, 7.3 km southeast of road to Timehri Airport.",20,50,meters,6,30 N,,58,10 W,,"Hill, Steven R.",C. N. Horn,27218,,8 - August,16,1995,,,,R0000834.JPG,NYBG 3196769,Dimorphandra conjugata,a05fd8ec-6f79-48c0-a219-afd83ca5582e
16193200,Venezuela (Bolivarian Republic of),Amazonas,Rio Negro,Depto. Río Negro: en la vertiente oriental de Macizo Aracamuni.,750,,meters,01,32 N,65,65,48 W,,"Huber, Otto",Ernesto MEDINA,5926,,2 - February,10,1981,,,,R0000833.JPG,NYBG 3196768,Dimorphandra cuprea,a063d27e-6cc6-4ab3-bbd8-474b56559d01
16193201,Ghana,,,Ankasa Forest Reserve. On river side near R. Ankasa Bridge.,,,,,,,,,,"Enti, A. A.",,1076,R.1076,10 - October,Not Shown,1972,,,,R0000831.JPG,NYBG 3196767,Didelotia unifoliolata,a0925967-e876-42aa-b66b-dd23ff76fadb
16193202,Gabon,Ogooué-Ivindo,,"Primary rainforest, near village Ekobakoba ca. 50 km SE of Makokou. Inventory",,,,0,24 N,,13,04 E,,"Reitsma, J. M.",B. Reitsma,2726,,12 - December,9,1986,Not shown,Not shown,Not shown,R0000830.JPG,NYBG 3196766,Didelotia africana,a0b1c17e-735b-4a8c-afee-265bf6c3dab6
16193203,Guyana,Cuyuni-Mazaruni,,"Cuyuni-Mazaruni Region. Ataro River, landing below falls at Wayalayeng Village.",488,,meters,5,14,7.9 N,60,30,37.1 W,"Clarke, H. D.","C. Perry, E. Tripp, S. Stern & D. Gittens",12211,,6 - June,28,2004,,,,R0000826.JPG,NYBG 3196765,Dicymbe fraterna,a0b809d7-fe33-4b5f-aa75-86de2a071a5d
16193204,Venezuela (Bolivarian Republic of),Amazonas,,"Cerro Duida, Rio Cunucunuma, Cano Negro Basin, north slopes & ridges.",2000,3000,meters,,,,,,,"Maguire, Bassett","R.S. Cowan, John J. Wurdack",29666,,11 - November,23,1950,,,,R0000825.JPG,NYBG 3196764,Dicymbe duidae,a0b9d5a6-1818-4ebd-b906-788374f2f3ae
16193205,Venezuela (Bolivarian Republic of),Amazonas,,30 - Rio Negro.,86,,meters,1,53,2.8 N,- 67,3,5.5 W,"Redden, K. M.","R. Williams, O. Santaella, D. Garcia & A. Garcia",3730,,2 - February,16,2005,,,,R0000821.JPG,NYBG 3196763,Dicorynia paraensis,a12c3bb8-fdf8-4938-a621-cfae08d4eca1
16193206,Guyana,Upper Takutu-Upper Essequibo,,Conservation Internation concession on the Essequibo River.,93,,meters,3,59,31.4 N,58,26,19.6 W,"Redden, K. M.","C. Perry, D. Singh, E. Alexander, H. James, N. John, H. Simon & E. Joseph",5080,,1 - January,19,2007,,,,R0000820.JPG,NYBG 3196762,Dicorynia guianensis,a140c849-5b41-469c-92f8-d161ee74b11f
16193207,Indonesia,East Kalimantan,E. Kutei,"East Borneo; E. Kutei. Sg. Menubar region. Ridge, loamsoil with lime.",60,,meters,,,,,,,"Kostermans, A.",,5386,,6 - June,22,1951,,,,R0000819.JPG,NYBG 3196761,Uittienia modesta,a1d5b87f-7d3a-45cc-90b2-6725f4af257a
16193208,Indonesia,,,"Tigapulu Mts., Riau Province, 5 km of Talanglakat on Rengat-Jambi Road, Bukit Karampal area. Primary forest near logging road",100 m,,meters,102,32,E,0,46,S,"Burley, J. S.",Turkin et al.,1579,,11 - November,19,1988,,,,R0000817.JPG,NYBG 3196759,Dialium procerum,a22c1662-fe5c-41ae-947f-747b3a7ec0dd
16193209,Sri Lanka,,Nalanda,"Nalanda HIll, E Face.",,,,,,,,,,"Worthington , T.B.",,3062,,10 - October,3,1947,,,,R0000815.JPG,NYBG 3196757,Dialium ovoideum,a271502e-dac3-448f-8882-8f5a8c2fbed3
16193210,Thailand,,,"Khao Hin Son, Cha cheong Sao. Mixed evergreen forest.",,,,,,,,,,"Premradsamee, A.",,34,,4 - April,22,1988,,,,R0000814.JPG,NYBG 3196756,Dialium cochinchinense,a296d9c8-0ea2-4025-8bc0-471c0b790b0f
16193211,Madagascar,Analanjirofo Region,,JB 21 Tampolo au N. de Fénérive.,,,,,,,,,,"Paul, Zavah",Service Forestier de Madagascar,16897,16897-SF,3 - March,22,1957,,,,R0000813.JPG,NYBG 3196755,Dialium unifoliolatum,a15bd88f-db1d-4b32-b964-2271411b8513
16193212,Congo (Democratic Republic of the),,,"Congo Belgica: Yangambi, km 10 de la route de Nyazi",,,,,,,,,,"Louis, Jean",,3831,,5 - May,4,1937,,,,R0000812.JPG,NYBG 3196754,Dialium zenkeri,a2b1ff4f-24ea-46bf-87ab-f79263a7f7d0
16193213,Gabon,Ogooué-Lolo,,"Bambidie, c. 30 km E of Lastoursville.",300,,meters,0,44 S,,12,58 E,,"Breteler, F.J.",,15470,,11 - November,13,1999,,,,R0000811.JPG,NYBG 3196753,Dialium tessmannii,a2b80a04-3824-448a-8868-0c6215cb038c
16193214,Gabon,,,Ca. 40 km. SW of Doussala.,,,,2,33 S,,10,44 E,,"Reitsma, J. M.",B. Reitsma,2411,,7 - July,17,1986,,,,R0000810.JPG,NYBG 3196752,Dialium soyauxii,a2cbce79-ffd4-4708-9a49-820af66a0c4b
16193215,Gabon,Ngounié,,"Chantier CEB, ca. 50 km SW of Doussala.",,,,2,36 S,,10,35 E,,"Reitsma, J. M.",B. Reitsma,1665,,10 - October,18,1985,,,,R0000807.JPG,NYBG 3196750,Dialium pachyphyllum,a32a9fbf-6250-4928-aaf6-fd43026f4889
16193216,Congo (Democratic Republic of the),Orientale,,"Congo Belgica: Yangambi, km 8.400 de la route Ngazi",470,,meters,,,,,,,"Louis, Jean",,2528,,8 - August,28,1936,,,,R0000808.JPG,NYBG 3196749,Dialium pentandrum,a3244dcb-e0ae-43d3-bc0a-80f75d8b6146
16193217,Gabon,Ogooué-Ivindo,,"Forêt des Abeilles, E of Lopé Reserve; in NSG forestry concession; primary forest",200,,meters,0,27 S,,11,45 E,,"McPherson, Gordon",Chris Flores,16288,,12 - December,3,1993,,,,R0000806.JPG,NYBG 3196748,Dialium guineense,a3416400-bad2-48d6-abcb-b68c456f2e57
16193218,Congo (Democratic Republic of the),,,"Luki, vallé de la N'Kula. Fôret à fl[illegible] de [illegible]",,,,,,,,,,"Toussaint, L.",,201,,2 - February,4,1948,,,,R0000805.JPG,NYBG 3196747,Dialium excelsum,a355c5a7-c122-4ca7-a466-be02e0abc9b6
16193219,Gabon,Estuaire,,Between Cap-Esterias and Cap Santa Clara.,,,,0,32 N,,9,19 E,,"Reitsma, J. M.",B. Reitsma,1456,,9 - September,13,1985,,,,R0000804.JPG,NYBG 3196746,Dialium eurysepalum,a3617bcf-f75f-4592-82f1-b0c5c06d3cc2
16193220,Gabon,Estuaire,,"Chantier Rougier Ocean, Oveng Inventory.",,,,0,44,,11,22,,"Reitsma, J. M.",B. Reitsma,1202,,6 - June,24,1985,,,,R0000803.JPG,NYBG 3196745,Dialium dinklagei,a362cff9-c974-4148-b53f-63f265dd6985
16193221,Congo (Democratic Republic of the),,,"Yangambi, route de Ngazi, à hauteur de km 13.",470,,meters,,,,,,,"Louis, Jean",5559,5559,,7 - July,12,1937,,,,R0000802.JPG,NYBG 3196744,Dialium corbisieri,a3b59f5a-6951-457e-8ae8-3152347d91e9
16193222,Gabon,Estuaire,,"Crystal Mountains, c. 3 km along the road Tchimbélé-Kinguélé. In roadside.",550,,meters,0,35 N,,10,24 E,,"de Wilde, J. J. F. E.",J. C. Arends; A. M. Louis & J. J. Wieringa,10048,10048,12 - December,14,1989,Not shown,Not shown,Not shown,R0000801.JPG,NYBG 3196743,Dialium bipindense,a3c8f67d-a6ea-434a-9e85-e2e1904e1ddc
16193223,Suriname,Sipaliwini,,"Sipaliwini R., 0-1 km downstream from Kwamalasamutu village.",213,,meters,2,22,31 N,56,46,31 W,"Hoffman, B.",,6020,,3 - March,16,2005,,,,R0000799.JPG,NYBG 3196742,Dialium guianense,2d246074-982e-453f-9339-1932df79fde1
16193224,Madagascar,Toliara,,"Calcareous plateau along RN7, ca. 20 km from Toliara.",160,,meters,- 23,23,39 S,043,49,05 E,"Phillipson, P. B.",S. Rakotonandrasana,5705,,11 - November,10,2003,,,,R0000798.JPG,NYBG 3196741,Delonix pumila,2cf2d2b2-80fa-404e-8f00-66e1641c1635
16193225,Gabon,,Not shown,"Primary rainforest, near village Ekobakoba, 50 km SE of Makokou",,,,0,23,,13,06 E,,"Reitsma, J. M.","B. Reitsma, C. Wilks, Th. Nzebi",3520,3520,5 - May,21,1987,,,,R0000797.JPG,NYBG 3196740,Detarium macrocarpum,2cfc3c23-b2a4-4323-a39a-be09c9c70023
16193226,Madagascar,Mahajanga,Melaky,"Melaky, on the small road to the Peregrine Fund field station (on the southern shores of the lake by Masoarivo). In dry forest with Tamarindus, Rhopolocarpus, Grewia, Croton, Margaritaria, Vanilla, Adenia.",61,,meters,- 18.9586,,,44.4353,,,"Rivers, M.","With Meagher, T.; Tazafindraibe, H.; Ralimanana, H.; Rajaonarison, R.",86,MR 86,11 - November,17,2008,,,,R0000794.JPG,NYBG 3196739,Delonix boiviniana,2b719edb-8470-4ad9-8f19-30f8a64cd8f5
16193227,Madagascar,Atsima-Andrefana Region,,"Ad septentrionem Tulear, trans Fiherenana flumen, km. 23-25 viae ad Manombo, in arenosis litoralibus ad Didierea madagascariensi specialiter insignitis.",,,,,,,,,,"Bernardi, Luciano",,11367,,11 - November,10,1967,,,,R0000793.JPG,NYBG 3196738,Delonix floribunda,2bd89e99-78dc-4d76-aecd-a81431e31577
16193228,Liberia,,,(Near Firestone Plantations) along Dukwai R.,,,,,,,,,,"Cooper, G. P.",,350,,Not Shown,Not Shown,1929,,,,R0000790.JPG,NYBG 3196737,Daniellia thurifera,2aa825ec-3f4b-43c9-830d-9330dfc7e386
16193229,Central African Republic,Bamingui-Bangoran,,Park Manovo-Gounda-St. Floris. Vicinity of Camp Koumbala.,600,600,meters,08,29 N,,21,12 E,,"Fay, J. M.",,8010,,5 - May,25,1987,,,,R0000789.JPG,NYBG 3196736,Daniellia oliveri,2ab2616f-1aa2-495e-9377-865a0a337717
16193230,Philippines,Ilocos Norte,Solsona,"So Materhina (?), Solsona",40,,meters,,,,,,,"Espanola, Delfin P.",,31338,,6 - June,Not Shown,1931,,,,R0000788.JPG,NYBG 3196735,Cynometra warburgii,2adfbc54-fd5d-4b62-b3dc-d4dbbae969e8
16193231,Ghana,Ashanti,Sekyere,Sekyere. Bobiri Forest Reserve.,,,,6,38 N,,1,17 W,,"Kisseadoo, S.",,91,,11 - November,21,1988,,,,R0000787.JPG,NYBG 3196734,Daniellia ogea,2ae13764-da55-4dc1-a194-6468b6a51222
16193232,Philippines,,Catanduanes,Mt. Nagpakdit,700,,feet,,,,,,,"Ramos, M.",G. Edano,75392,,9 - September,14,1928,,,,R0000786.JPG,NYBG 3196733,Cynometra simplicifolia,2afedaad-0925-4c56-a2a3-f77d59291aa3
16193233,"Tanzania, United Republic of",,,Lake Province. Mwanza District.,3800,,feet,,,,,,,"Tanner, R. E. S.",,606,,3 - March,28,1952,,,,R0000796.JPG,NYBG 3196732,Delonix elata,2b61187c-e4f1-471b-93c2-a88c824374d2
16193234,Madagascar,Toliara,,"S. Madagascar, Province of Toliara (Tulear), village of Itampolo, near the coast. In village, also on dunes near village.",10,,meters,- 24,40 S,,43,57 E,,"Du Puy, D. J.","B. P. Du Puy, J.-N. Labat & P. Phillipson",448,M448,2 - February,8,1990,,,,R0000795.JPG,NYBG 3196731,Delonix decaryi,2b3f597f-b310-469e-bd5c-a1e15b228030
16193235,Micronesia (Federated States of),Chuuk,,"Truk Islands. Fefan Island, Mt. Chukuchap (or Djukudjap). Small patch of native forest on steep west side of ridge crest.",240,,meters,,,,,,,"Fosberg, F. R.",,24514,,5 - May,27,1946,,,,R0000791.JPG,NYBG 3196730,Maniltoa yokotai,2ab48bb6-0472-4a0e-aa14-ac356519ebf7
16193236,Philippines,,,Surigao.,,,,,,,,,,"Wenzel, C. A.",,2095,,8 - August,9,1927,,,,R0000784.JPG,NYBG 3196729,Cynometra mirabilis,29daec4f-60d9-4756-87c0-599858540b31
16193237,Philippines,Central Luzon,Zambales,"Ins. Philippin.: Pr. Sambale, Luzon",,,,,,,,,,"Warburg, O.",,13733,,Not Shown,Not Shown,1888,,,,R0000783.JPG,NYBG 3196728,Cynometra malaccensis,29efbfe7-aadc-45a3-b68b-dcf6fd063145
16193238,Gabon,Woleu-Ntem,,Oyem.,,,,,,,,,,"Le Testu, M.G.",,9083,,Not Shown,Not Shown,1932,Not shown,Not shown,1934,R0000782.JPG,NYBG 3196727,Gilletiodendron pierreanum,295d0493-1313-4e37-b5c0-a0094226cbd8
16193239,Madagascar,,,Sambirano : Nossibe : Bord d'un ruisseau dans la forêt du Lokobe,,,,,,,,,,"Capuron, R.",,11405,11405 - SF,11 - November,1,1954,,,,R0000781.JPG,NYBG 3196726,Cynometra pervilleana,29f0fbba-f494-4998-82d6-b417f048b9d9
16193240,Fiji,Western,Ra,"""Movi"" [Ra]. Waindawa. Viti Levu: Ra: Vicinity of Rewasa, near Vaileka.",50,200,meters,,,,,,,"Degener, Otto",,15494,,6 - June,5,1941,,,,R0000780.JPG,NYBG 3196725,Cynometra insularis,29af346b-c8a8-4850-b050-6eb0d780ce24
16193241,Congo (Democratic Republic of the),Tshopo,,"Congo Belgica, Yangambi, ile Tofende, forêt primitive peu dense, périodiquement inondée",470,,meters,,,,,,,"Louis, Jean",,10760,,8 - August,10,1938,,,,R0000779.JPG,NYBG 3196724,Cynometra pedicellata,291a4441-c92b-4143-83b4-e62dc0ae5bfd
16193242,Philippines,,Rizal,"Rizal Prov., Luzon.",,,,,,,,,,Merrill,,853,,Not Shown,Not Shown,1915,,,,R0000778.JPG,NYBG 3196723,Cynometra inaequifolia,290d9fd3-17c2-4df9-8de2-7e2295fe227f
16193243,Gabon,,,"Ngounié, 5 km on a forestry road to Koumounabwali Mountains from Bembodié. Recently logged-out high forest.",120,,meters,- 1,28.42 S,42,10,29.01 E,01,"Wieringa, J.J.",B. A. Mackinder & R. Niangadouma,5541,,1 - January,17,2005,,,,R0000777.JPG,NYBG 3196722,Cynometra oddonii,29329a78-d5f5-4317-9bf4-3abdf9783b00
16193244,United States of America,Hawaii,Kauai,"Koloa District. National Tropical Botanical Garden, Lawai Valley. McBryde Garden, Maidenhair Falls Area, east side of Lawai Stream.",40,,meters,21.902779,902779,,-159.506668,506668,,"Lorence, David H.",Barbara Neal,10296,,2 - February,9,2012,,,,R0000776.JPG,NYBG 3196721,Cynometra cauliflora,29640cd2-df07-46da-9e65-f51b91aa1bcb
16193245,Cameroon,South,Océan,Bipindi.,,,,,,,,,,"Zenker, G.",,368,,3 - March,Not Shown,1913,,,,R0000775.JPG,NYBG 3196720,Plagiosiphon multijugus,29947300-74d3-4dbf-824f-5574e5aa7050
