subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193462,Malawi,Southern,,Mkalazi forest.,300,,meters,15,49,,34,45,,"Magombo, Z. L. K.",E. A. K. Banda & K. Kaunda,347,,2 - February,24,1992,,,,R0000237.JPG,NYBG 3196520,Brachystegia boehmii,582f981d-c9bd-4505-8bab-8600d3291b9a
16193463,"Tanzania, United Republic of",Mtwara,Masasi,Southern province. Masasi district. Masasi-Newala Rd. 10 miles. Bark of another tree at Masasi-Tunduru Rd. +- 8 miles.,,,,,,,,,,"Hoyle, A. C.",,1080,,7 - July,18,1949,,,,R0000236.JPG,NYBG 3196519,Brachystegia allenii,583fb652-ef14-42f2-9994-3e00b094bfc1
16193464,Ghana,Ashanti,,Sekyere. Bobiri Forest Reserve.,,,,6,38 N,,1,17 W,,"Kisseadoo, S.",,117,,11 - November,23,1988,,,,R0000235.JPG,NYBG 3196518,Berlinia tomentella,5851db71-7620-4ef1-bae0-4884b5cd129f
16193466,Zambia,Southern,,Mazabuko.,,,,,,,,,,"Stevenson, D.",,389,,Not Shown,Not Shown,1932,,,,R0000234.JPG,NYBG 3196517,Pseudoberlinia paniculata,58639738-63d9-42f1-ae5e-317792b58159
16193467,Liberia,Montserrado,,"Arboretum, Monrovia.",,,,,,,,,,"Warner, Robert M.",,148,,Not Shown,Not Shown,1942,Not shown,Not shown,1943,R0000233.JPG,NYBG 3196516,Berlinia occidentalis,586ddaf5-323a-4d5f-adb6-711b27fd3ef2
16193468,Nigeria,,,1.7 km S of Itori.,,,,,,,,,,"Brown, Roy C.",J. Opayemi,913,,12 - December,17,1973,,,,R0000232.JPG,NYBG 3196515,Berlinia grandiflora,5886a8de-9196-4ea5-b242-faf7160af810
16193469,Zimbabwe,Manicaland,Nyanga,"Rhodesia austr.: Inyanga, ad pagum Inyanga in proclivitatibus montium Inyanga Mtns.",1750,,meters,,,,,,,"Fries, Th. C. E.",Tycho Norlindh et Henning. Weimarck,2615,,11 - November,4,1930,,,,R0000231.JPG,NYBG 3196514,Julbernardia globiflora,58abd242-1932-49bb-88c2-e61ab436534e
16193470,Cameroon,,,"1 km on a forestry road branching S, 33 km on road Kribi to Bipindi.",60,,meters,3,02.3 N,,10,08.4 E,,"Wieringa, J. J.",R. M. A. P. Haegens,2194,,2 - February,13,1994,,,,R0000230.JPG,NYBG 3196513,Berlinia confusa,58bff4b7-d7c0-4593-a389-0ed1e9980b29
16193472,Gabon,,,Koumbiane,,,,,,,,,,"McDonald, K.",,006,KEM006,7 - July,9,1991,,,,R0000229.JPG,NYBG 3196512,Berlinia bracteosa,58c9bf85-e6fd-44f9-ab94-6ebf5f387759
16193473,Gabon,Estuaire,,"Secondary forest (with a lot of Okoumé), ca. 12 km NE of Libreville. (Forêt de la Mondah)",,,,0,33 N,,9,22 E,,"Reitsma, J. M",B. Reitsma,1778,,1 - January,28,1986,,,,R0000228.JPG,NYBG 3196511,Berlinia auriculata,597e6be4-8f87-4882-a21f-ac222bf96395
16193474,Papua New Guinea,Central,,"Rona, Laloki River, Central Division. [Tsitsi Rona Creek]",450,,meters,,,,,,,"Brass, L. J.",,3590,,3 - March,9,1933,,,,R0000227.JPG,NYBG 3196510,Bauhinia williamsii,5992c69b-6ceb-457c-b110-b271bad0f94c
16193475,Indonesia,,,Sumatra (East Coast). Boenoet. Asahan.,,,,,,,,,,"Yates, H. S.",,1777,,Not Shown,Not Shown,Not Shown,,,,R0000225.JPG,NYBG 3196509,Bauhinia stipularis,632a39e5-47fd-40ef-bfb3-62a15a73bf8b
16193477,Malaysia,Sabah,,Mount Kinabalu. B. N. Borneo. Tenompok.,5000,,feet,,,,,,,"Clemens, J.",M. S. Clemens,28776,,3 - March,9,1932,,,,R0000224.JPG,NYBG 3196508,Bauhinia steenisii,59bfd1f8-de25-4c2d-88d2-34b589efe4a5
16193478,Indonesia,,,"Sumatra, East Coast. Vicinity of Rantau Parapat, Bila.",,,,,,,,,,"Si Toroes, Rahmat",,1656,,3 - March,28,1932,5 - May,10,1932,R0000221.JPG,NYBG 3196505,Bauhinia rahmatii,593ee68f-34c0-4832-9838-f7ca731c9f16
16193479,Indonesia,Sumatra,,Edge of Nabara-West near Timber Reserve- Edge of virgin jungle,,,,,,,,,,"Bangham, Walter N.",Catherine M. Bangham,1221,One thousand two hundred and twenty one,10 - October,15,1932,,,,R0000220.JPG,NYBG 3196504,Bauhinia pyrrhoneura,59e63e19-916f-4410-98be-9fd6be8bd095
16193480,Philippines,Palawan,,"Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.",100,,feet,,,,,,,"Elmer, A. D. E.",,12723,,3 - March,Not Shown,1911,,,,R0000219.JPG,NYBG 3196503,Bauhinia merrilliana,59fd8a0a-0607-4dd5-9200-581a4c4aacb6
16193482,Philippines,,Rizal,"Bosoboso. Province of Rizal, Luzon.",,,,,,,,,,Ahern's collector,,25668,,11 - November,Not Shown,1904,12 - December,Not shown,1904,R0000218.JPG,NYBG 3196502,Bauhinia lingua,5a18aa6c-9caa-4090-8d13-90108e83ec4f
16193483,Japan,Okinawa,Ishigaki,Ryukyu Islands. Ishigaki Shima. 1 km southeast of Maishi Take,45,,meters,,,,,,,"Fosberg, F. R.",,37323,,6 - June,5,1956,,,,R0000217.JPG,NYBG 3196501,Bauhinia japonica,5a1e4586-1163-432e-8c5b-4e5c8f49a425
16193484,Indonesia,,,"East Borneo, Central Kutei, Belajan R., G. Kelopok near Tabang.",50,50,meters,,,,,,,"Kostermans, A.",,10.505,10.505,4 - April,16,1955,,,,R0000216.JPG,NYBG 3196500,Bauhinia havilandii,5a6b077c-d21e-4ff6-8cc7-f9aff838305e
16193485,Malaysia,Sarawak,,"In much disturbed low and bushy, kerengas at top of hill just N of Kampong Siol Kandis, N side of Sarawak River, nearly opposite the town of Kuching",,,,1,36 N,,110,20 E,,"Abbe, L. B.","E. C. Abbe, Salleh anak Tada & Hudie anak Jilim",12066,,6 - June,18,1964,,,,R0000215.JPG,NYBG 3196499,Bauhinia foraminifer,5a793c53-2675-4d5c-b884-156f847ebac0
16193486,Malaysia,Sabah,Ranau,"Crocker Range, Bukit Lugas, Kg. Himbaan 8.5 km SE of Tenompok. Montane dipterocarp forest. Trusmadi Formation.",1250,,meters,5,57 N,,116,34 E,,"Beaman, John H.","Reed S. Beaman, Pamla Decker, and Kimberly Medley",8442,,2 - February,4,1984,,,,R0000214.JPG,NYBG 3196498,Bauhinia finlaysoniana,5a8e1861-9196-40af-9e58-eb6136514502
16193488,Malaysia,Sabah,,Mount Kinabalu. B. N. Borneo. Kinataki river.,,,,,,,,,,"Clemens, J.",M. S. Clemens,40117,,8 - August,20,1933,,,,R0000213.JPG,NYBG 3196497,Bauhinia excurrens,5a9f216a-d2bc-4740-92c0-0bf17091331b
16193489,Malaysia,Sarawak,Miri,"Ulu Sungei Bakong, Miri. Hillside.",150,,feet,,,,,,,Sibat ak Luang,,24436,S.24436,3 - March,22,1966,,,,R0000212.JPG,NYBG 3196496,Bauhinia endertii,5b131a99-3608-4da5-a1a0-bf2c60170037
16193490,Malaysia,Sabah,Tawau,"Tawao, Elphinstone Province, British North Borneo",,,,,,,,,,"Elmer, A. D. E.",,21638,,10 - October,Not Shown,1922,3 - March,Not shown,1923,R0000211.JPG,NYBG 3196495,Bauhinia elmeri,5b266a4f-f110-419f-96e2-9bb5c16f25f7
16193492,Malaysia,Sarawak,,Foot Matang. Mt. Matang,,,,,,,,,,Native Collector,,5160,,11 - November,22,1927,,,,R0000210.JPG,NYBG 3196494,Bauhinia burbidgei,5b423007-2d52-49e4-8b35-233c2f517bbd
16193493,Indonesia,West Java,Sukabumi,"Java, Preanger, Bodjong Lopang.",,,,,,,,,,Rosier,,,,9 - September,29,1940,,,,R0000209.JPG,NYBG 3196493,Bauhinia bassacensis,5b6dec02-a9f9-4946-b07e-1c95410263ba
16193494,Papua New Guinea,Gulf,,"Lakekamu; east branch of the Avi Avi River, at base camp.",105,,meters,- 7,44,,146,29.5,,"Takeuchi, W.",J. Kulang,11506,"11,506",10 - October,31,1996,,,,R0000208.JPG,NYBG 3196492,Bauhinia ampla,5b808f43-059d-42ac-90fe-f1686a08c6d6
16193495,Philippines,Mimaropa,Palawan,"Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan. Scandent shrub upon small or medium sized trees in a fertile but stony wooded flat.",250,,feet,,,,,,,"Elmer, A. D. E.",,12962,,4 - April,Not Shown,1911,,,,R0000207.JPG,NYBG 3196491,Bauhinia aherniana,5bcc66a0-72c6-45e7-b5aa-13ab3dcabcfb
16193496,Australia,South Australia,,Murty Muty Area in Strelecky Creek Valley. Alluvial flats in semi-desert area with open woodland and scrub.,10,,meters,- 28,36,18,140,,37,"Greuter, W.",,18593,,9 - September,10,1981,,,,R0000206.JPG,NYBG 3196490,Bauhinia gilva,5bde08dc-d7dc-4a7d-8d55-4864062b74c4
16193498,Australia,Western Australia,Fitzgerald,"Region/District: Fitzgerld. South side of the Cockburn Range, about 6.5 km west of King River.",,,,- 15,55,,128,7,,"Beauglehole, A. C.",G. W. Carr,47173,,7 - July,10,1974,,,,R0000205.JPG,NYBG 3196489,Bauhinia cunninghamii,5bee70c2-3101-4713-a56b-0eb1f7b4dcad
16193499,Viet Nam,Ninh Binh,Nho Quan,"Cuc Phuong National Park. Km 4 from Bong (Helipad) about 100 m north of CP18. Secondary forest, former settlement of the Muong people, with some limestone rocks.",300,,meters,105,37.15 S,,20,19.70 E,,"Soejarto, D. D.",N. M. Cuong,10580,,3 - March,18,1999,,,,R0000204.JPG,NYBG 3196488,Bauhinia touranensis,5bf550ed-2795-4a69-8c86-3c305680dba3
16193500,Thailand,Khon Kaen,,Eastern: 50 km W of Chum Phae.,800,,meters,16,40 N,,102,25 E,,"Larsen, Kai","Supee S. Larsen, I. Nielsen & T. Santisuk",31284,,Not Shown,Not Shown,1972,,,,R0000203.JPG,NYBG 3196487,Bauhinia saccocalyx,5c216bc9-974b-4ca1-b4ed-bba36c23a8e9
16193501,India,Jharkhand,,"Parasnath Hill, Madhubani Road.",2000,,feet,,,,,,,"Mukerjee, S. K.",,3973,,10 - October,10,1955,,,,R0000202.JPG,NYBG 3196486,Bauhinia semla,5c2f96cc-5c2c-4817-9501-357b6dc66c20
16193505,China,Hainan,,On shrubs on wind swept mt. side. Taai Chau (Tinhosa Island). Maan Ning (Vang-ning) District.,,,,,,,,,,"McClure, F. A.",,20160,,6 - June,2,1932,,,,R0000201.JPG,NYBG 3196485,Bauhinia pyrrhoclada,5c3218b9-19f6-466f-99a6-1be45e93e87a
16193506,Thailand,Chaiyaphum,,Eastern: 50 km S of Chaiyaphum. [map],200,300,meters,15,48 N,,102,02 E,,"Larsen, Kai","Supee S. Larsen, I. Nielsen & T. Santisuk",31719,,8 - August,12,1972,,,,R0000200.JPG,NYBG 3196484,Bauhinia pulla,5c39498a-e985-436c-b264-170996d06522
16193507,India,Karnataka,Mysore,"Western Ghats. Road between Chamaraj Nagar and Satyamangala, Mysore District, near boarder [border].",1000,,meters,,,,,,,"Klackenberg, J.",R. Lundin,364,364b,10 - October,11,1982,,,,R0000198.JPG,NYBG 3196483,Bauhinia phoenicea,5c9063f0-d9d9-421d-9c88-819c8fd9b0b8
16193508,Thailand,Chaiyaphum,,"Nong Bua Deng. Dry, deciduous dipterocarp forest",300,400,meters,15,10 N,,101,30 E,,"Larsen, Kai","Supee S. Larsen, I. Nielsen & T. Santisuk",31900,,8 - August,15,1972,,,,R0000197.JPG,NYBG 3196482,Bauhinia penicilliloba,5c9e79ec-eb8f-4e73-9631-7c4405263393
16193509,Thailand,Nan,,NAN province. Doi Tiu N of Nan.,1100,,meters,19,04 N,,100,40 E,,"Larsen, K.","S. S. Larsen, C. Niyomdham, P. Sirirugsa, D. D. Tirvengadum, C. T. Nørgaard",43485,,7 - July,23,1992,,,,R0000196.JPG,NYBG 3196481,Bauhinia nervosa,5cafd4c6-b267-4278-8b31-71d5fc405d39
16193511,Thailand,,Takua Pa,Panga (Phang Nga). 25 mi. N. of Takuapa,0,,meters,9,10 N,,98,25 E,,Abbe. L. B.,"E. C. Abbe, Tem Smitinand",9218,,11 - November,18,1959,,,,R0000195.JPG,NYBG 3196480,Bauhinia pottsii,5cfceb79-43ee-434f-9503-9251ae71422c
16193513,Viet Nam,Nghe An,Quy Hop,"Chau Thai commune, near national park. Primary, lowland forest at base of limestone mountain",,,,,,,,,,"Nguyen, V. D.","Vu X.P., Nguyen T.C., Bui H.Q., Kok R.P.J., Utteridge T.M.A., Moore A., Trudgen M., Briggs M.",1753,HNK-1753 (TU 617),3 - March,18,2007,,,,R0000194.JPG,NYBG 3196479,Bauhinia rubro-villosa,5d322284-e1c6-413d-957d-ea208af2d111
16193514,China,Hainan,,"Po Fung Leng, (Ngai District)",,,,,,,,,,"Lau, S.K.",,420,,8 - August,19,1932,8 - August,20,1932,R0000192.JPG,NYBG 3196478,Bauhinia khasiana,5dd91bde-ae9c-42e8-b245-d0eeb36fd558
16193515,Thailand,Songkhla,Rattaphum,Songkhla Province. Wayside near Boripath waterfall.,100,,meters,07,00 N,,100,12 E,,"Larsen, K.","S. S. Larsen, A. S. Barfod, W. Nanakorn, W. Ueachirakan & P. Sirirugsa.",41215,,11 - November,7,1990,,,,R0000191.JPG,NYBG 3196477,Bauhinia integrifolia,5ddfee56-ac46-4fde-86c8-3ccbdc8d8c67
16193516,India,Uttarakhand,Dehradun,"New Forest, Dehra-Dun.",,,,,,,,,,"Raizada, M. B.",,,,5 - May,6,1954,,,,R0000190.JPG,NYBG 3196476,Bauhinia hookeri,5df517ec-3273-44b8-a3d8-a5f0ea0ccb4a
16193518,Thailand,Narathiwat,,"On the way from Ku Chum to Khao Sadet, Narathiwat.",,,,,,,,,,"Hiyomdham, C.",W. Ueachirakan,1889,,8 - August,18,1988,,,,R0000189.JPG,NYBG 3196475,Bauhinia ferruginea,5e16041d-5ea4-4674-b94d-3f199939e0e0
16193519,Malaysia,Sabah,,Crocker Range. Ulu Senegang.,450,,meters,5,20 N,,116,00 E,,"Davies, Stuart J.",David J. Middleton & Swee Peck Quek,99242,SJD99242,10 - October,20,1999,,,,R0000188.JPG,NYBG 3196474,Bauhinia excelsa,5e2511a8-fbbc-41a7-9ddd-b78f36632476
16193520,Viet Nam,,,Annam. Mt. Bani. (Mount Bani is in the main coast range about 25 kilometers from Tourane.),,,,,,,,,,"Clemens, J.",M. S. Clemens,4254,,5 - May,Not Shown,1927,7 - July,Not shown,1927,R0000187.JPG,NYBG 3196473,Bauhinia coccinea,5e336f66-f5a3-4216-9e33-ad90f3d88f4e
16193521,Thailand,Ratchaburi,,Rat Buri.,,,,,,,,,,"Kerr, A. F. G.",,8989,,7 - July,14,1924,,,,R0000186.JPG,NYBG 3196472,Bauhinia curtisii,5e54d589-954a-40f0-a2fd-15d178784cc5
16193523,Thailand,Chaiyaphum,,,300,400,meters,15,10 N,,101,30 E,,"Larsen, Supee S.","Supee S. Larsen, I. Nielsen & T. Santisuk",31913,,8 - August,15,1972,,,,R0000185.JPG,NYBG 3196471,Bauhinia bracteata,5e6a737f-50b6-47f2-ad9a-72f3e1ebb8fb
16193524,Malaysia,,,Mawai,,,,,,,,,,"Holttum, R. E.",E. J. H. Corner,25967,,4 - April,18,1932,,,,R0000184.JPG,NYBG 3196470,Bauhinia bidentata,5e6d636f-872a-4d4c-99c0-ccaf37e77553
16193525,Viet Nam,Ninh Binh,Nho Quan,"Ninh Binh Province, Nho Quan District. Cuc Phuong National Park. North of Bong Guesthouse (Helipad).",390,,meters,20,21.00 N,,,,00,"Soejarto, D. D.",N. M. Cuong,10600,,3 - March,19,1999,,,,R0000183.JPG,NYBG 3196469,Bauhinia ornata,5ea5ccd0-01a3-4538-a9e9-2d912df757ae
16193526,China,Hainan,Ch'ang-kiang,"Ka Chik Shan and vicinity (Ch'ang-kiang District). Dry, level land, sandy soil, stream.",,,,,,,,,,"Lau, S. K.",,1700,,5 - May,4,1933,,,,R0000182.JPG,NYBG 3196468,Bauhinia viridescens,5ea5f487-e0cf-49fd-a0d4-7760436ead43
16193527,China,Hainan,,Hainan: scandent on trees or shrubs; in light woods margin and stream,,,,,,,,,,"Liang, H. Y.",,63822,,10 - October,28,1933,,,,R0000181.JPG,NYBG 3196467,Bauhinia scandens,5eb927b5-a8d9-4cb4-8f9d-5546ed092321
16193529,Malaysia,Sabah,Tawau,Tawau District; Balung Estate.,60,,feet,,,,,,,"Gibot, Aban",,18628,,1 - January,9,1964,,,,R0000180.JPG,NYBG 3196466,Bauhinia kockiana,5ee23057-8a03-4c91-8b82-9d45cfd6c75d
16193530,China,Guizhou,Tongren,"Jiangkou Xian, Shaoxiding immediately W of Jiangkou,",450,,meters,,,,,,,"Bartholomew, B.","D. E. Boufford, Q. H. Chen, S. Z. Fang, J. G. Qi, S. A. Spongberg, Z. H. Tsi, Y. L. Tu, P. S. Wang, Y. H. Xiang, T. S. Ying",717,,9 - September,2,1986,,,,R0000179.JPG,NYBG 3196465,Bauhinia glauca,5f3bc02c-16d9-4a36-8861-5a300c989503
16193531,China,Yunnan,Yuanjiang,Yuanch[?]. [?]o Zi river.,3000,,feet,,,,,,,"Henry, A.","Henry, A.","13,357",,10 - October,28,Not Shown,,,,R0000178.JPG,NYBG 3196464,Bauhinia comosa,5f51d090-f418-43f2-9b0e-e7358f0ebf73
16193532,China,Hainan,,"Northern side of Po-ting, Lingshui.",,,,,,,,,,"Lo, P. S.",,62435,,4 - April,28,1932,,,,R0000177.JPG,NYBG 3196463,Bauhinia erythropoda,5f750bde-75ac-4ea6-ab1a-61e1184cb96f
16193534,Malaysia,Sarawak,,Kuching and vicinity. Gunong Tieng 21 mi to Kuching.,,,,,,,,,,"Clemens, J.",M. S. Clemens,6632,,8 - August,29,1929,,,,R0000176.JPG,NYBG 3196462,Bauhinia dewitii,5f7c6009-2994-485d-8880-228d1ad14053
16193535,China,,,"Kwangsi. Chu Fang Shan, 30 Li, S.W. of Shan Fang N Luchen.",3200,,feet,,,,,,,"Ching, R. C.",,5909,,6 - June,10,1928,,,,R0000175.JPG,NYBG 3196461,Bauhinia damiaoshanensis,5f89e500-0a8c-48fa-ad98-ab17d510cbad
16193536,"Taiwan, Province of China",,Pingtung,Liangshan: Li-tien shan.,50,,meters,,,,,,,"Wang, Kuo-Hsiung",J. M. Hu,817,,10 - October,11,1992,,,,R0000174.JPG,NYBG 3196460,Bauhinia championii,5f8e4ccf-510d-4694-8732-5cf06c3c8bd5
16193537,Gabon,Haut-Ogooué,,Mpassa River's edge.,390,420,meters,02,12,25 S,014,01,38 E,"Bradley, Adam F.","G. Walters, G. N. Essouma & A. Mbaniboua",1088,,11 - November,26,2001,,,,R0000172.JPG,NYBG 3196459,Berlinia craibiana,5fa18783-f36b-4f64-b7a7-a636b3105822
16193538,Zambia,,Not shown,"Adjacent to Ngoma airstrip, Kafue Game Reserve.",,,,,,,,,,"Angus, A.",,2382,,9 - September,6,1960,,,,R0000171.JPG,NYBG 3196458,Bauhinia urbaniana,5fd7b1ee-2823-481e-b78d-1d26b163181a
16193539,Malawi,,Machinga,Chikala hills; 6 km North of Nauko forest res. 100 m above roadside amidst brachystegia tree and hyperrhenia,1626,,meters,- 15,08,,35,26,,"Nangoma, D. A.",K. Kaunda,199,,7 - July,14,1993,,,,R0000170.JPG,NYBG 3196457,Bauhinia thonningii,602ea81c-69ff-48d5-a398-5e8a34084d03
16193541,Burkina Faso,,Oudalan,Some km SW of Gorom Gorom.,250,,meters,14,22 N,,00,17 W,,"Madsen, Jens Elgaard",,5641,,9 - September,15,1996,,,,R0000169.JPG,NYBG 3196456,Bauhinia reticulata,6035e579-73ba-4ad1-a8af-ee15f3a57486
16193542,Madagascar,,,Anjiakely - Maevatanana,,,,,,,,,,Service Forestier de Madagascar,,14943,14943.SF,4 - April,11,1955,,,,R0000168.JPG,NYBG 3196455,Bauhinia podopetala,60a6945e-824c-42a4-afd6-0b256700607c
16193543,Madagascar,Toliara,,"W Madagascar, Province of Toliara (Tulear), near the base of the Bemaraha Massif eastern escarpment, c. 12 km NW of Marerano (on the Manambolo River).",160,,meters,19,02 S,,45,04 E,,"Du Puy, D. J.",B. P. Du Puy & J. Andriantiana,488,M488,3 - March,17,1990,,,,R0000167.JPG,NYBG 3196454,Bauhinia pervilleana,600a5b6e-059f-4850-b8be-e5fac7cde1ac
16193544,South Africa,KwaZulu-Natal,,Umzinvulo.,4000,,feet,,,,,,,"Schlechter, R.",,6320,,1 - January,25,1895,,,,R0000166.JPG,NYBG 3196453,Bauhinia natalensis,602c30ae-0b15-4e71-a5e3-cd682452db70
16193545,Madagascar,,,"Ouest: Crêtes et barres calcaires, au lieu dit Ankiranja, à 30-35 km de Manja, sur la route de Bevoay",,,,,,,,,,"Capuron, R.",,28950,28950-SF,12 - December,3,1969,12 - December,4,1969,R0000164.JPG,NYBG 3196452,Bauhinia morondavensis,604375ff-dc3f-46e5-aa75-d178569bf2b1
